arg_struc_cxn	lemma
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	advise
arg0(np)-v(v)-arg1(np)-arg2(np)	call
arg0(np)-v(v)-arg2(pp)-arg1(np)	succeed
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(vp)	prompt
v(v)-arg1(np)-arg2(pp)-arg0(np)	characterize
arg0(np)-v(v)-arg1(np)-arg2(pp)	hide
arg0(np)-v(v)-arg1(np)-arg2(pp)	distinguish
arg0(np)-v(v)-arg1(np)-arg2(pp)	handle
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe
arg0(np)-v(v)-arg2(np)-arg1(np)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	elect
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	hit
arg0(np)-v(v)-arg2(rp)-arg1(np)	heave
arg0(np)-v(v)-arg1(np)-arg2(pp)	share
arg0(np)-v(v)-arg1(np)-arg2(pp)	think
arg0(np)-v(v)-arg2(pp)-arg1(np)	provide
arg0(np)-v(v)-arg2(np)-arg1(np)	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	lose
arg0(np)-v(v)-arg1(np)-arg2(pp)	fund
arg0(np)-v(v)-arg2(np)-arg1(np)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	supply
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	succeed
arg0(np)-v(v)-arg1(np)-arg2(pp)	forgive
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	scour
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend
arg0(np)-v(v)-arg2(pp)-arg1(np)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	create
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	abandon
arg0(np)-v(v)-arg2(np)-arg1(np)	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	splash
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order
arg0(np)-v(v)-arg1(np)-arg2(pp)	interpret
arg0(np)-v(v)-arg1(np)-arg2(np)	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	scold
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	catch
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut
arg0(np)-v(v)-arg1(np)-arg2(pp)	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	indict
arg0(np)-v(v)-arg1(np)-arg2(pp)	arrest
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge
arg0(np)-v(v)-arg2(np)-arg1(np)	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	notify
arg0(np)-v(v)-arg1(np)-arg2(pp)	involve
arg0(np)-v(v)-arg1(np)-arg2(pp)	contribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	finger
arg0(np)-v(v)-arg1(np)-arg2(pp)	convey
arg0(np)-arg1(np)-v(v)-arg2(pp)	indict
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	do
arg1(np)-arg0(np)-v(v)-arg2(pp)	see
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	elect
arg0(np)-v(v)-arg1(np)-arg2(pp)	represent
arg0(np)-arg2(rb)-v(v)-arg1(np)	increase
arg0(np)-v(v)-arg1(np)-arg2(pp)	rationalize
arg0(np)-v(v)-arg1(np)-arg2(pp)	educate
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	ship
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise
arg0(np)-v(v)-arg1(np)-arg2(pp)	split
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	include
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	phone
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	discuss
arg0(np)-v(v)-arg1(np)-arg2(pp)	miss
arg0(np)-v(v)-arg1(np)-arg2(pp)	miss
arg0(np)-v(v)-arg2(rb)-arg1(np)	drag
arg0(np)-v(v)-arg1(np)-arg2(pp)	deduct
arg0(np)-v(v)-arg1(np)-arg2(pp)	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	deposit
arg0(np)-v(v)-arg1(np)-arg2(sbar)	satisfy
arg0(np)-v(v)-arg1(np)-arg2(advp)	make
arg0(np)-v(v)-arg2(pp)-arg1(np)	exempt
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	limit
arg0(np)-v(v)-arg1(np)-arg2(pp)	consign
arg0(np)-v(v)-arg2(rb)-arg1(np)	beat
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	prompt
arg0(np)-v(v)-arg1(np)-arg2(pp)	lump
v(v)-arg1(np)-arg2(pp)-arg0(np)	keep
arg0(np)-v(v)-arg2(rb)-arg1(np)	drive
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	add
arg0(np)-v(v)-arg1(np)-arg2(pp)	set
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(jj)	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	make
arg0(np)-v(v)-arg1(np)-arg2(advp)	propel
arg1(np)-arg0(np)-v(v)-arg2(pp)	feel
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	inject
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	prompt
arg1(np)-arg0(np)-v(v)-arg2(np)	owe
arg0(np)-v(v)-arg1(np)-arg2(pp)	yield
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast
arg0(np)-v(v)-arg1(np)-arg2(pp)	commit
arg0(np)-v(v)-arg1(np)-arg2(pp)	earmark
arg0(np)-v(v)-arg1(np)-arg2(advp)	take
arg0(np)-v(v)-arg2(pp)-arg1(np)	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	delete
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(vp)	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	push
arg0(np)-v(v)-arg1(np)-arg2(pp)	discourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg2(np)-arg1(np)	pay
arg0(np)-arg2(rb)-v(v)-arg1(np)	reduce
arg0(np)-v(v)-arg2(rb)-arg1(np)	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	portray
arg0(np)-v(v)-arg1(np)-arg2(pp)	surrender
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(vp)	force
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	abandon
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade
arg1(np)-arg0(np)-v(v)-arg2(pp)	cut
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	begin
arg0(np)-v(v)-arg1(np)-arg2(pp)	persuade
arg0(np)-v(v)-arg1(np)-arg2(pp)	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	assimilate
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend
arg0(np)-v(v)-arg2(pp)-arg1(np)	export
arg0(np)-v(v)-arg1(np)-arg2(pp)	move
arg0(np)-v(v)-arg1(np)-arg2(pp)	expunge
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	push
arg1(np)-arg0(np)-v(v)-arg2(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive
arg0(np)-v(v)-arg2(pp)-arg1(np)	withhold
arg0(np)-v(v)-arg2(np)-arg1(np)	fine
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(advp)	boost
arg0(np)-v(v)-arg1(np)-arg2(pp)	segregate
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(jjr)	drag
arg0(np)-v(v)-arg1(np)-arg2(pp)	accept
arg0(np)-v(v)-arg2(np)-arg1(np)	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	acquire
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	borrow
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	hail
arg0(np)-v(v)-arg1(np)-arg2(pp)	embrace
arg0(np)-v(v)-arg2(np)-arg1(np)	hand
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	apply
arg0(np)-v(v)-arg2(np)-arg1(np)	earn
arg2(pp)-arg0(np)-v(v)-arg1(np)	extract
arg0(np)-v(v)-arg1(np)-arg2(pp)	pass
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(vp)	invite
arg0(np)-v(v)-arg1(np)-arg2(pp)	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	offer
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	use
arg0(np)-v(v)-arg1(np)-arg2(sbar)	assure
arg0(np)-v(v)-arg1(np)-arg2(pp)	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	introduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	hit
arg0(np)-v(v)-arg1(np)-arg2(np)	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	play
arg0(np)-v(v)-arg1(np)-arg2(pp)	develop
arg0(np)-v(v)-arg1(np)-arg2(s)	inform
arg0(np)-v(v)-arg2(np)-arg1(np)	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	protect
arg0(np)-v(v)-arg2(np)-arg1(np)	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	award
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(advp)	put
arg1(np)-arg0(np)-v(v)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(vp)	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	add
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	push
arg0(np)-v(v)-arg1(np)-arg2(pp)	tape
arg0(np)-v(v)-arg1(np)-arg2(pp)	gather
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	add
arg0(np)-v(v)-arg1(np)-arg2(pp)	park
arg0(np)-v(v)-arg1(np)-arg2(pp)	dedicate
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	add
arg0(np)-v(v)-arg1(np)-arg2(np)	rename
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg2(np)-arg0(np)-v(v)-arg1(np)	promise
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	position
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut
arg0(np)-v(v)-arg1(np)-arg2(jj)	turn
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare
arg0(np)-v(v)-arg1(np)-arg2(vp)	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	name
arg2(pp)-arg0(np)-v(v)-arg1(np)	succeed
arg0(np)-v(v)-arg2(rp)-arg1(np)	drive
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw
arg0(np)-v(v)-arg2(rp)-arg1(np)	drive
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse
arg0(np)-v(v)-arg2(rp)-arg1(np)	set
arg0(np)-v(v)-arg2(pp)-arg1(np)	pass
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(vp)	order
arg0(np)-v(v)-arg1(np)-arg2(pp)	introduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	resume
arg0(np)-arg2(rb)-v(v)-arg1(np)	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	acquire
arg0(np)-v(v)-arg1(np)-arg2(pp)	rush
arg0(np)-v(v)-arg1(np)-arg2(pp)	change
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg1(np)-arg0(np)-v(v)-arg2(np)	supply
arg0(np)-v(v)-arg1(np)-arg2(np)	expand
arg0(np)-v(v)-arg1(np)-arg2(np)	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote
arg0(np)-v(v)-arg1(np)-arg2(pp)	lease
arg0(np)-v(v)-arg1(np)-arg2(pp)	lease
arg0(np)-v(v)-arg1(np)-arg2(pp)	lease
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	make
arg0(np)-arg2(rb)-v(v)-arg1(np)	reduce
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	challenge
arg0(np)-v(v)-arg1(np)-arg2(pp)	set
arg0(np)-v(v)-arg1(np)-arg2(vp)	convince
arg0(np)-v(v)-arg1(np)-arg2(pp)	promote
arg0(np)-v(v)-arg1(np)-arg2(pp)	funnel
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	hire
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s"))	notify
arg0(np)-v(v)-arg1(np)-arg2(pp)	supply
arg0(np)-v(v)-arg1(c("np", "np"))-arg2(pp)	supply
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer
arg0(np)-v(v)-arg1(np)-arg2(pp)	talk
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(vp)	lead
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	contribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe
arg0(np)-v(v)-arg1(np)-arg2(pp)	invite
arg0(np)-v(v)-arg1(np)-arg2(rb)	pull
arg0(np)-v(v)-arg1(np)-arg2(pp)	bury
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	view
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	owe
arg0(np)-v(v)-arg2(np)-arg1(np)	lend
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	represent
arg0(np)-v(v)-arg2(np)-arg1(np)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	catch
arg0(np)-v(v)-arg1(np)-arg2(pp)	assign
arg0(np)-v(v)-arg1(np)-arg2(pp)	regard
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame
arg0(np)-v(v)-arg1(np)-arg2(advp)	drive
arg0(np)-v(v)-arg1(np)-arg2(pp)	outperform
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	advise
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest
arg0(np)-v(v)-arg1(np)-arg2(vp)	approve
arg0(np)-v(v)-arg2(rp)-arg1(np)	put
arg0(np)-v(v)-arg2(pp)-arg1(np)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-arg2(rb)-v(v)-arg1(np)	exceed
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	issue
arg0(np)-arg2(rb)-v(v)-arg1(np)	expand
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign
arg0(np)-arg2(rb)-v(v)-arg1(np)	raise
arg0(np)-arg2(rb)-v(v)-arg1(np)	expand
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg2(pp)-arg1(np)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest
arg0(np)-v(v)-arg1(np)-arg2(pp)	occupy
arg0(np)-v(v)-arg1(np)-arg2(pp)	import
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	focus
arg0(np)-v(v)-arg1(np)-arg2(pp)	explain
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest
arg0(np)-v(v)-arg1(np)-arg2(pp)	submit
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	hold
arg0(np)-v(v)-arg1(np)-arg2(rb)	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-arg2(rb)-v(v)-arg1(np)	expand
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	welcome
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-arg2(rb)-v(v)-arg1(np)	accelerate
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	use
arg0(np)-v(v)-arg2(rp)-arg1(np)	lay
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	find
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	exclude
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign
arg0(np)-v(v)-arg1(np)-arg2(pp)	impose
arg0(np)-v(v)-arg1(np)-arg2(pp)	add
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest
arg0(np)-v(v)-arg1(np)-arg2(pp)	create
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	occupy
arg0(np)-v(v)-arg1(np)-arg2(pp)	adapt
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	control
arg0(np)-v(v)-arg2(rp)-arg1(np)	lay
arg0(np)-v(v)-arg1(np)-arg2(pp)	move
arg0(np)-arg2(rb)-v(v)-arg1(np)	accelerate
arg0(np)-v(v)-arg2(pp)-arg1(np)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	encourage
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge
arg0(np)-arg2(rb)-v(v)-arg1(np)	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer
arg0(np)-v(v)-arg1(np)-arg2(pp)	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	assist
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	submit
arg0(np)-v(v)-arg1(np)-arg2(pp)	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	raise
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	use
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	treat
arg0(np)-v(v)-arg2(np)-arg1(np)	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	infuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign
arg0(np)-v(v)-arg1(np)-arg2(pp)	focus
arg0(np)-v(v)-arg1(np)-arg2(pp)	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	occupy
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest
arg0(np)-v(v)-arg1(np)-arg2(pp)	export
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw
arg0(np)-v(v)-arg1(np)-arg2(pp)	condemn
arg0(np)-v(v)-arg1(np)-arg2(pp)	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	extend
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	express
arg0(np)-v(v)-arg1(np)-arg2(pp)	brief
arg0(np)-v(v)-arg1(np)-arg2(vp)	lead
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	present
arg0(np)-v(v)-arg1(np)-arg2(pp)	plant
arg0(np)-v(v)-arg1(np)-arg2(pp)	contribute
arg0(np)-v(v)-arg1(np)-arg2(pp)	introduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	regard
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order
arg0(np)-v(v)-arg1(np)-arg2(pp)	extend
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge
arg0(np)-v(v)-arg2(rp)-arg1(np)	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	send
arg0(np)-v(v)-arg1(np)-arg2(s)	direct
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize
arg0(np)-v(v)-arg1(np)-arg2(pp)	send
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use
arg0(np)-v(v)-arg2(pp)-arg1(np)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	issue
arg0(np)-v(v)-arg1(np)-arg2(pp)	issue
arg0(np)-v(v)-arg1(np)-arg2(pp)	hold
arg0(np)-v(v)-arg2(np)-arg1(np)	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	squeeze
arg2(pp)-arg0(np)-v(v)-arg1(np)	render
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw
arg0(np)-v(v)-arg1(np)-arg2(pp)	inform
arg0(np)-v(v)-arg1(np)-arg2(pp)	give
arg1(np)-arg0(np)-v(v)-arg2(pp)	take
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	hold
arg0(np)-v(v)-arg1(np)-arg2(pp)	issue
arg0(np)-v(v)-arg1(np)-arg2(pp)	take
arg0(np)-arg2(pp)-v(v)-arg1(np)	solve
arg0(np)-v(v)-arg1(np)-arg2(pp)	add
arg0(np)-v(v)-arg1(np)-arg2(pp)	add
